Time,Browser,OS
2014-08-01T00:17:59.000Z,Safari,OSX
2014-08-01T00:17:59.000Z,IE,Windows
2014-08-01T00:18:10.000Z,Firefox,OSX
2014-08-01T00:18:10.000Z,Firefox,Windows
2014-08-01T00:18:10.000Z,Firefox,Linux
2014-08-01T00:18:10.000Z,Chrome,Windows
2014-08-01T00:18:10.000Z,Chrome,OSX
2014-08-01T00:18:10.000Z,Safari,OSX
2014-08-01T00:18:10.000Z,IE,Windows
2014-08-01T00:18:11.000Z,Firefox,OSX
2014-08-01T00:18:11.000Z,Firefox,Windows
2014-08-01T00:18:11.000Z,Firefox,Linux
2014-08-01T00:18:11.000Z,Chrome,Windows
2014-08-01T00:18:11.000Z,Chrome,OSX
2014-08-01T00:18:11.000Z,Safari,OSX
2014-08-01T00:18:11.000Z,IE,Windows
2014-08-01T00:18:12.000Z,Firefox,OSX
2014-08-01T00:18:12.000Z,Firefox,Windows
2014-08-01T00:18:12.000Z,Firefox,Linux
2014-08-01T00:18:12.000Z,Chrome,Windows
2014-08-01T00:18:12.000Z,Chrome,OSX
2014-08-01T00:18:12.000Z,Safari,OSX
2014-08-01T00:18:12.000Z,IE,Windows
2014-08-01T00:18:13.000Z,Firefox,OSX
2014-08-01T00:18:13.000Z,Firefox,Windows
2014-08-01T00:18:13.000Z,Firefox,Linux
2014-08-01T00:18:13.000Z,Chrome,Windows
2014-08-01T00:18:13.000Z,Chrome,OSX
2014-08-01T00:18:13.000Z,Safari,OSX
2014-08-01T00:18:13.000Z,IE,Windows
2014-08-01T00:18:14.000Z,Firefox,OSX
2014-08-01T00:18:14.000Z,Firefox,Windows
2014-08-01T00:18:14.000Z,Firefox,Linux
2014-08-01T00:18:14.000Z,Chrome,Windows
2014-08-01T00:18:14.000Z,Chrome,OSX
2014-08-01T00:18:14.000Z,Safari,OSX
2014-08-01T00:18:14.000Z,IE,Windows
2014-08-01T00:18:15.000Z,Firefox,OSX
2014-08-01T00:18:15.000Z,Firefox,Windows
2014-08-01T00:18:15.000Z,Firefox,Linux
2014-08-01T00:18:15.000Z,Chrome,Windows
2014-08-01T00:18:15.000Z,Chrome,OSX
2014-08-01T00:18:15.000Z,Safari,OSX
2014-08-01T00:18:15.000Z,IE,Windows
2014-08-01T00:18:16.000Z,Firefox,OSX
2014-08-01T00:18:16.000Z,Firefox,Windows
2014-08-01T00:18:16.000Z,Firefox,Linux
2014-08-01T00:18:16.000Z,Chrome,Windows
2014-08-01T00:18:16.000Z,Chrome,OSX
2014-08-01T00:18:16.000Z,Safari,OSX
2014-08-01T00:18:16.000Z,IE,Windows
2014-08-01T00:18:17.000Z,Firefox,OSX
2014-08-01T00:18:17.000Z,Firefox,Windows
2014-08-01T00:18:17.000Z,Firefox,Linux
2014-08-01T00:18:17.000Z,Chrome,Windows
2014-08-01T00:18:17.000Z,Chrome,OSX
2014-08-01T00:18:17.000Z,Safari,OSX
2014-08-01T00:18:17.000Z,IE,Windows
2014-08-01T00:18:18.000Z,Firefox,OSX
2014-08-01T00:18:18.000Z,Firefox,Windows
2014-08-01T00:18:18.000Z,Firefox,Linux
2014-08-01T00:18:18.000Z,Chrome,Windows
2014-08-01T00:18:18.000Z,Chrome,OSX
2014-08-01T00:18:18.000Z,Safari,OSX
2014-08-01T00:18:18.000Z,IE,Windows
2014-08-01T00:18:19.000Z,Firefox,OSX
2014-08-01T00:18:19.000Z,Firefox,Windows
2014-08-01T00:18:19.000Z,Firefox,Linux
2014-08-01T00:18:19.000Z,Chrome,Windows
2014-08-01T00:18:19.000Z,Chrome,OSX
2014-08-01T00:18:19.000Z,Safari,OSX
2014-08-01T00:18:19.000Z,IE,Windows
2014-08-01T00:18:20.000Z,Firefox,OSX
2014-08-01T00:18:20.000Z,Firefox,Windows
2014-08-01T00:18:20.000Z,Firefox,Linux
2014-08-01T00:18:20.000Z,Chrome,Windows
2014-08-01T00:18:20.000Z,Chrome,OSX
2014-08-01T00:18:20.000Z,Safari,OSX
2014-08-01T00:18:20.000Z,IE,Windows
2014-08-01T00:18:21.000Z,Firefox,OSX
2014-08-01T00:18:21.000Z,Firefox,Windows
2014-08-01T00:18:21.000Z,Firefox,Linux
2014-08-01T00:18:21.000Z,Chrome,Windows
2014-08-01T00:18:21.000Z,Chrome,OSX
2014-08-01T00:18:21.000Z,Safari,OSX
2014-08-01T00:18:21.000Z,IE,Windows
2014-08-01T00:18:22.000Z,Firefox,OSX
2014-08-01T00:18:22.000Z,Firefox,Windows
2014-08-01T00:18:22.000Z,Firefox,Linux
2014-08-01T00:18:22.000Z,Chrome,Windows
2014-08-01T00:18:22.000Z,Chrome,OSX
2014-08-01T00:18:22.000Z,Safari,OSX
2014-08-01T00:18:22.000Z,IE,Windows
2014-08-01T00:18:23.000Z,Firefox,OSX
2014-08-01T00:18:23.000Z,Firefox,Windows
2014-08-01T00:18:23.000Z,Firefox,Linux
2014-08-01T00:18:23.000Z,Chrome,Windows
2014-08-01T00:18:23.000Z,Chrome,OSX
2014-08-01T00:18:23.000Z,Safari,OSX
2014-08-01T00:18:23.000Z,IE,Windows
2014-08-01T00:18:24.000Z,Firefox,OSX
2014-08-01T00:18:24.000Z,Firefox,Windows
2014-08-01T00:18:24.000Z,Firefox,Linux
2014-08-01T00:18:24.000Z,Chrome,Windows
2014-08-01T00:18:24.000Z,Chrome,OSX
2014-08-01T00:18:24.000Z,Safari,OSX
2014-08-01T00:18:24.000Z,IE,Windows
2014-08-01T00:18:25.000Z,Firefox,OSX
2014-08-01T00:18:25.000Z,Firefox,Windows
2014-08-01T00:18:25.000Z,Firefox,Linux
2014-08-01T00:18:25.000Z,Chrome,Windows
2014-08-01T00:18:25.000Z,Chrome,OSX
2014-08-01T00:18:25.000Z,Safari,OSX
2014-08-01T00:18:25.000Z,IE,Windows
2014-08-01T00:18:26.000Z,Firefox,OSX
2014-08-01T00:18:26.000Z,Firefox,Windows
2014-08-01T00:18:26.000Z,Firefox,Linux
2014-08-01T00:18:26.000Z,Chrome,Windows
2014-08-01T00:18:26.000Z,Chrome,OSX
2014-08-01T00:18:26.000Z,Safari,OSX
2014-08-01T00:18:26.000Z,IE,Windows
2014-08-01T00:18:27.000Z,Firefox,OSX
2014-08-01T00:18:27.000Z,Firefox,Windows
2014-08-01T00:18:27.000Z,Firefox,Linux
2014-08-01T00:18:27.000Z,Chrome,Windows
2014-08-01T00:18:27.000Z,Chrome,OSX
2014-08-01T00:18:27.000Z,Safari,OSX
2014-08-01T00:18:27.000Z,IE,Windows
2014-08-01T00:18:28.000Z,Firefox,OSX
2014-08-01T00:18:28.000Z,Firefox,Windows
2014-08-01T00:18:28.000Z,Firefox,Linux
2014-08-01T00:18:28.000Z,Chrome,Windows
2014-08-01T00:18:28.000Z,Chrome,OSX
2014-08-01T00:18:28.000Z,Safari,OSX
2014-08-01T00:18:28.000Z,IE,Windows
2014-08-01T00:18:29.000Z,Firefox,OSX
2014-08-01T00:18:29.000Z,Firefox,Windows
2014-08-01T00:18:29.000Z,Firefox,Linux
2014-08-01T00:18:29.000Z,Chrome,Windows
2014-08-01T00:18:29.000Z,Chrome,OSX
2014-08-01T00:18:29.000Z,Safari,OSX
2014-08-01T00:18:29.000Z,IE,Windows
2014-08-01T00:18:30.000Z,Firefox,OSX
2014-08-01T00:18:30.000Z,Firefox,Windows
2014-08-01T00:18:30.000Z,Firefox,Linux
2014-08-01T00:18:30.000Z,Chrome,Windows
2014-08-01T00:18:30.000Z,Chrome,OSX
2014-08-01T00:18:30.000Z,Safari,OSX
2014-08-01T00:18:30.000Z,IE,Windows
2014-08-01T00:18:31.000Z,Firefox,OSX
2014-08-01T00:18:31.000Z,Firefox,Windows
2014-08-01T00:18:31.000Z,Firefox,Linux
2014-08-01T00:18:31.000Z,Chrome,Windows
2014-08-01T00:18:31.000Z,Chrome,OSX
2014-08-01T00:18:31.000Z,Safari,OSX
2014-08-01T00:18:31.000Z,IE,Windows
2014-08-01T00:18:32.000Z,Firefox,OSX
2014-08-01T00:18:32.000Z,Firefox,Windows
2014-08-01T00:18:32.000Z,Firefox,Linux
2014-08-01T00:18:32.000Z,Chrome,Windows
2014-08-01T00:18:32.000Z,Chrome,OSX
2014-08-01T00:18:32.000Z,Safari,OSX
2014-08-01T00:18:32.000Z,IE,Windows
2014-08-01T00:18:33.000Z,Firefox,OSX
2014-08-01T00:18:33.000Z,Firefox,Windows
2014-08-01T00:18:33.000Z,Firefox,Linux
2014-08-01T00:18:33.000Z,Chrome,Windows
2014-08-01T00:18:33.000Z,Chrome,OSX
2014-08-01T00:18:33.000Z,Safari,OSX
2014-08-01T00:18:33.000Z,IE,Windows
2014-08-01T00:18:34.000Z,Firefox,OSX
2014-08-01T00:18:34.000Z,Firefox,Windows
2014-08-01T00:18:34.000Z,Firefox,Linux
2014-08-01T00:18:34.000Z,Chrome,Windows
2014-08-01T00:18:34.000Z,Chrome,OSX
2014-08-01T00:18:34.000Z,Safari,OSX
2014-08-01T00:18:34.000Z,IE,Windows
2014-08-01T00:18:35.000Z,Firefox,OSX
2014-08-01T00:18:35.000Z,Firefox,Windows
2014-08-01T00:18:35.000Z,Firefox,Linux
2014-08-01T00:18:35.000Z,Chrome,Windows
2014-08-01T00:18:35.000Z,Chrome,OSX
2014-08-01T00:18:35.000Z,Safari,OSX
2014-08-01T00:18:35.000Z,IE,Windows
2014-08-01T00:18:36.000Z,Firefox,OSX
2014-08-01T00:18:36.000Z,Firefox,Windows
2014-08-01T00:18:36.000Z,Firefox,Linux
2014-08-01T00:18:36.000Z,Chrome,Windows
2014-08-01T00:18:36.000Z,Chrome,OSX
2014-08-01T00:18:36.000Z,Safari,OSX
2014-08-01T00:18:36.000Z,IE,Windows
2014-08-01T00:18:37.000Z,Firefox,OSX
2014-08-01T00:18:37.000Z,Firefox,Windows
2014-08-01T00:18:37.000Z,Firefox,Linux
2014-08-01T00:18:37.000Z,Chrome,Windows
2014-08-01T00:18:37.000Z,Chrome,OSX
2014-08-01T00:18:37.000Z,Safari,OSX
2014-08-01T00:18:37.000Z,IE,Windows
2014-08-01T00:18:38.000Z,Firefox,OSX
2014-08-01T00:18:38.000Z,Firefox,Windows
2014-08-01T00:18:38.000Z,Firefox,Linux
2014-08-01T00:18:38.000Z,Chrome,Windows
2014-08-01T00:18:38.000Z,Chrome,OSX
2014-08-01T00:18:38.000Z,Safari,OSX
2014-08-01T00:18:38.000Z,IE,Windows
2014-08-01T00:18:39.000Z,Firefox,OSX
2014-08-01T00:18:39.000Z,Firefox,Windows
2014-08-01T00:18:39.000Z,Firefox,Linux
2014-08-01T00:18:39.000Z,Chrome,Windows
2014-08-01T00:18:39.000Z,Chrome,OSX
2014-08-01T00:18:39.000Z,Safari,OSX
2014-08-01T00:18:39.000Z,IE,Windows
2014-08-01T00:18:40.000Z,Firefox,OSX
2014-08-01T00:18:40.000Z,Firefox,Windows
2014-08-01T00:18:40.000Z,Firefox,Linux
2014-08-01T00:18:40.000Z,Chrome,Windows
2014-08-01T00:18:40.000Z,Chrome,OSX
2014-08-01T00:18:40.000Z,Safari,OSX
2014-08-01T00:18:40.000Z,IE,Windows
2014-08-01T00:18:41.000Z,Firefox,OSX
2014-08-01T00:18:41.000Z,Firefox,Windows
2014-08-01T00:18:41.000Z,Firefox,Linux
2014-08-01T00:18:41.000Z,Chrome,Windows
2014-08-01T00:18:41.000Z,Chrome,OSX
2014-08-01T00:18:41.000Z,Safari,OSX
2014-08-01T00:18:41.000Z,IE,Windows
2014-08-01T00:18:42.000Z,Firefox,OSX
2014-08-01T00:18:42.000Z,Firefox,Windows
2014-08-01T00:18:42.000Z,Firefox,Linux
2014-08-01T00:18:42.000Z,Chrome,Windows
2014-08-01T00:18:42.000Z,Chrome,OSX
2014-08-01T00:18:42.000Z,Safari,OSX
2014-08-01T00:18:42.000Z,IE,Windows
2014-08-01T00:18:43.000Z,Firefox,OSX
2014-08-01T00:18:43.000Z,Firefox,Windows
2014-08-01T00:18:43.000Z,Firefox,Linux
2014-08-01T00:18:43.000Z,Chrome,Windows
2014-08-01T00:18:43.000Z,Chrome,OSX
2014-08-01T00:18:43.000Z,Safari,OSX
2014-08-01T00:18:43.000Z,IE,Windows
2014-08-01T00:18:44.000Z,Firefox,OSX
2014-08-01T00:18:44.000Z,Firefox,Windows
2014-08-01T00:18:44.000Z,Firefox,Linux
2014-08-01T00:18:44.000Z,Chrome,Windows
2014-08-01T00:18:44.000Z,Chrome,OSX
2014-08-01T00:18:44.000Z,Safari,OSX
2014-08-01T00:18:44.000Z,IE,Windows
2014-08-01T00:18:45.000Z,Firefox,OSX
2014-08-01T00:18:45.000Z,Firefox,Windows
2014-08-01T00:18:45.000Z,Firefox,Linux
2014-08-01T00:18:45.000Z,Chrome,Windows
2014-08-01T00:18:45.000Z,Chrome,OSX
2014-08-01T00:18:45.000Z,Safari,OSX
2014-08-01T00:18:45.000Z,IE,Windows
2014-08-01T00:18:46.000Z,Firefox,OSX
2014-08-01T00:18:46.000Z,Firefox,Windows
2014-08-01T00:18:46.000Z,Firefox,Linux
2014-08-01T00:18:46.000Z,Chrome,Windows
2014-08-01T00:18:46.000Z,Chrome,OSX
2014-08-01T00:18:46.000Z,Safari,OSX
2014-08-01T00:18:46.000Z,IE,Windows
2014-08-01T00:18:47.000Z,Firefox,OSX
2014-08-01T00:18:47.000Z,Firefox,Windows
2014-08-01T00:18:47.000Z,Firefox,Linux
2014-08-01T00:18:47.000Z,Chrome,Windows
2014-08-01T00:18:47.000Z,Chrome,OSX
2014-08-01T00:18:47.000Z,Safari,OSX
2014-08-01T00:18:47.000Z,IE,Windows
2014-08-01T00:18:48.000Z,Firefox,OSX
2014-08-01T00:18:48.000Z,Firefox,Windows
2014-08-01T00:18:48.000Z,Firefox,Linux
2014-08-01T00:18:48.000Z,Chrome,Windows
2014-08-01T00:18:48.000Z,Chrome,OSX
2014-08-01T00:18:48.000Z,Safari,OSX
2014-08-01T00:18:48.000Z,IE,Windows
2014-08-01T00:18:49.000Z,Firefox,OSX
2014-08-01T00:18:49.000Z,Firefox,Windows
2014-08-01T00:18:49.000Z,Firefox,Linux
2014-08-01T00:18:49.000Z,Chrome,Windows
2014-08-01T00:18:49.000Z,Chrome,OSX
2014-08-01T00:18:49.000Z,Safari,OSX
2014-08-01T00:18:49.000Z,IE,Windows
2014-08-01T00:18:50.000Z,Firefox,OSX
2014-08-01T00:18:50.000Z,Firefox,Windows
2014-08-01T00:18:50.000Z,Firefox,Linux
2014-08-01T00:18:50.000Z,Chrome,Windows
2014-08-01T00:18:50.000Z,Chrome,OSX
2014-08-01T00:18:50.000Z,Safari,OSX
2014-08-01T00:18:50.000Z,IE,Windows
2014-08-01T00:18:51.000Z,Firefox,OSX
2014-08-01T00:18:51.000Z,Firefox,Windows
2014-08-01T00:18:51.000Z,Firefox,Linux
2014-08-01T00:18:51.000Z,Chrome,Windows
2014-08-01T00:18:51.000Z,Chrome,OSX
2014-08-01T00:18:51.000Z,Safari,OSX
2014-08-01T00:18:51.000Z,IE,Windows
2014-08-01T00:18:52.000Z,Firefox,OSX
2014-08-01T00:18:52.000Z,Firefox,Windows
2014-08-01T00:18:52.000Z,Firefox,Linux
2014-08-01T00:18:52.000Z,Chrome,Windows
2014-08-01T00:18:52.000Z,Chrome,OSX
2014-08-01T00:18:52.000Z,Safari,OSX
2014-08-01T00:18:52.000Z,IE,Windows
2014-08-01T00:18:53.000Z,Firefox,OSX
2014-08-01T00:18:53.000Z,Firefox,Windows
2014-08-01T00:18:53.000Z,Firefox,Linux
2014-08-01T00:18:53.000Z,Chrome,Windows
2014-08-01T00:18:53.000Z,Chrome,OSX
2014-08-01T00:18:53.000Z,Safari,OSX
2014-08-01T00:18:53.000Z,IE,Windows
2014-08-01T00:18:54.000Z,Firefox,OSX
2014-08-01T00:18:54.000Z,Firefox,Windows
2014-08-01T00:18:54.000Z,Firefox,Linux
2014-08-01T00:18:54.000Z,Chrome,Windows
2014-08-01T00:18:54.000Z,Chrome,OSX
2014-08-01T00:18:54.000Z,Safari,OSX
2014-08-01T00:18:54.000Z,IE,Windows
2014-08-01T00:18:55.000Z,Firefox,OSX
2014-08-01T00:18:55.000Z,Firefox,Windows
2014-08-01T00:18:55.000Z,Firefox,Linux
2014-08-01T00:18:55.000Z,Chrome,Windows
2014-08-01T00:18:55.000Z,Chrome,OSX
2014-08-01T00:18:55.000Z,Safari,OSX
2014-08-01T00:18:55.000Z,IE,Windows
2014-08-01T00:18:56.000Z,Firefox,OSX
2014-08-01T00:18:56.000Z,Firefox,Windows
2014-08-01T00:18:56.000Z,Firefox,Linux
2014-08-01T00:18:56.000Z,Chrome,Windows
2014-08-01T00:18:56.000Z,Chrome,OSX
2014-08-01T00:18:56.000Z,Safari,OSX
2014-08-01T00:18:56.000Z,IE,Windows
2014-08-01T00:18:57.000Z,Firefox,OSX
2014-08-01T00:18:57.000Z,Firefox,Windows
2014-08-01T00:18:57.000Z,Firefox,Linux
2014-08-01T00:18:57.000Z,Chrome,Windows
2014-08-01T00:18:57.000Z,Chrome,OSX
2014-08-01T00:18:57.000Z,Safari,OSX
2014-08-01T00:18:57.000Z,IE,Windows
2014-08-01T00:18:58.000Z,Firefox,OSX
2014-08-01T00:18:58.000Z,Firefox,Windows
2014-08-01T00:18:58.000Z,Firefox,Linux
2014-08-01T00:18:58.000Z,Chrome,Windows
2014-08-01T00:18:58.000Z,Chrome,OSX
2014-08-01T00:18:58.000Z,Safari,OSX
2014-08-01T00:18:58.000Z,IE,Windows
2014-08-01T00:18:59.000Z,Firefox,OSX
2014-08-01T00:18:59.000Z,Firefox,Windows
2014-08-01T00:18:59.000Z,Firefox,Linux
2014-08-01T00:18:59.000Z,Chrome,Windows
2014-08-01T00:18:59.000Z,Chrome,OSX
2014-08-01T00:18:59.000Z,Safari,OSX
2014-08-01T00:18:59.000Z,IE,Windows
2014-08-01T00:19:10.000Z,Firefox,OSX
2014-08-01T00:19:10.000Z,Firefox,Windows
2014-08-01T00:19:10.000Z,Firefox,Linux
2014-08-01T00:19:10.000Z,Chrome,Windows
2014-08-01T00:19:10.000Z,Chrome,OSX
2014-08-01T00:19:10.000Z,Safari,OSX
2014-08-01T00:19:10.000Z,IE,Windows
2014-08-01T00:19:11.000Z,Firefox,OSX
2014-08-01T00:19:11.000Z,Firefox,Windows
2014-08-01T00:19:11.000Z,Firefox,Linux
2014-08-01T00:19:11.000Z,Chrome,Windows
2014-08-01T00:19:11.000Z,Chrome,OSX
2014-08-01T00:19:11.000Z,Safari,OSX
2014-08-01T00:19:11.000Z,IE,Windows
2014-08-01T00:19:12.000Z,Firefox,OSX
2014-08-01T00:19:12.000Z,Firefox,Windows
2014-08-01T00:19:12.000Z,Firefox,Linux
2014-08-01T00:19:12.000Z,Chrome,Windows
2014-08-01T00:19:12.000Z,Chrome,OSX
2014-08-01T00:19:12.000Z,Safari,OSX
2014-08-01T00:19:12.000Z,IE,Windows
2014-08-01T00:19:13.000Z,Firefox,OSX
2014-08-01T00:19:13.000Z,Firefox,Windows
2014-08-01T00:19:13.000Z,Firefox,Linux
2014-08-01T00:19:13.000Z,Chrome,Windows
2014-08-01T00:19:13.000Z,Chrome,OSX
2014-08-01T00:19:13.000Z,Safari,OSX
2014-08-01T00:19:13.000Z,IE,Windows
2014-08-01T00:19:14.000Z,Firefox,OSX
2014-08-01T00:19:14.000Z,Firefox,Windows
2014-08-01T00:19:14.000Z,Firefox,Linux
2014-08-01T00:19:14.000Z,Chrome,Windows
2014-08-01T00:19:14.000Z,Chrome,OSX
2014-08-01T00:19:14.000Z,Safari,OSX
2014-08-01T00:19:14.000Z,IE,Windows
2014-08-01T00:19:15.000Z,Firefox,OSX
2014-08-01T00:19:15.000Z,Firefox,Windows
2014-08-01T00:19:15.000Z,Firefox,Linux
2014-08-01T00:19:15.000Z,Chrome,Windows
2014-08-01T00:19:15.000Z,Chrome,OSX
2014-08-01T00:19:15.000Z,Safari,OSX
2014-08-01T00:19:15.000Z,IE,Windows
2014-08-01T00:19:16.000Z,Firefox,OSX
2014-08-01T00:19:16.000Z,Firefox,Windows
2014-08-01T00:19:16.000Z,Firefox,Linux
2014-08-01T00:19:16.000Z,Chrome,Windows
2014-08-01T00:19:16.000Z,Chrome,OSX
2014-08-01T00:19:16.000Z,Safari,OSX
2014-08-01T00:19:16.000Z,IE,Windows
2014-08-01T00:19:17.000Z,Firefox,OSX
2014-08-01T00:19:17.000Z,Firefox,Windows
2014-08-01T00:19:17.000Z,Firefox,Linux
2014-08-01T00:19:17.000Z,Chrome,Windows
2014-08-01T00:19:17.000Z,Chrome,OSX
2014-08-01T00:19:17.000Z,Safari,OSX
2014-08-01T00:19:17.000Z,IE,Windows
2014-08-01T00:19:18.000Z,Firefox,OSX
2014-08-01T00:19:18.000Z,Firefox,Windows
2014-08-01T00:19:18.000Z,Firefox,Linux
2014-08-01T00:19:18.000Z,Chrome,Windows
2014-08-01T00:19:18.000Z,Chrome,OSX
2014-08-01T00:19:18.000Z,Safari,OSX
2014-08-01T00:19:18.000Z,IE,Windows
2014-08-01T00:19:19.000Z,Firefox,OSX
2014-08-01T00:19:19.000Z,Firefox,Windows
2014-08-01T00:19:19.000Z,Firefox,Linux
2014-08-01T00:19:19.000Z,Chrome,Windows
2014-08-01T00:19:19.000Z,Chrome,OSX
2014-08-01T00:19:19.000Z,Safari,OSX
2014-08-01T00:19:19.000Z,IE,Windows
2014-08-01T00:19:20.000Z,Firefox,OSX
2014-08-01T00:19:20.000Z,Firefox,Windows
2014-08-01T00:19:20.000Z,Firefox,Linux
2014-08-01T00:19:20.000Z,Chrome,Windows
2014-08-01T00:19:20.000Z,Chrome,OSX
2014-08-01T00:19:20.000Z,Safari,OSX
2014-08-01T00:19:20.000Z,IE,Windows
2014-08-01T00:19:21.000Z,Firefox,OSX
2014-08-01T00:19:21.000Z,Firefox,Windows
2014-08-01T00:19:21.000Z,Firefox,Linux
2014-08-01T00:19:21.000Z,Chrome,Windows
2014-08-01T00:19:21.000Z,Chrome,OSX
2014-08-01T00:19:21.000Z,Safari,OSX
2014-08-01T00:19:21.000Z,IE,Windows
2014-08-01T00:19:22.000Z,Firefox,OSX
2014-08-01T00:19:22.000Z,Firefox,Windows
2014-08-01T00:19:22.000Z,Firefox,Linux
2014-08-01T00:19:22.000Z,Chrome,Windows
2014-08-01T00:19:22.000Z,Chrome,OSX
2014-08-01T00:19:22.000Z,Safari,OSX
2014-08-01T00:19:22.000Z,IE,Windows
2014-08-01T00:19:23.000Z,Firefox,OSX
2014-08-01T00:19:23.000Z,Firefox,Windows
2014-08-01T00:19:23.000Z,Firefox,Linux
2014-08-01T00:19:23.000Z,Chrome,Windows
2014-08-01T00:19:23.000Z,Chrome,OSX
2014-08-01T00:19:23.000Z,Safari,OSX
2014-08-01T00:19:23.000Z,IE,Windows
2014-08-01T00:19:24.000Z,Firefox,OSX
2014-08-01T00:19:24.000Z,Firefox,Windows
2014-08-01T00:19:24.000Z,Firefox,Linux
2014-08-01T00:19:24.000Z,Chrome,Windows
2014-08-01T00:19:24.000Z,Chrome,OSX
2014-08-01T00:19:24.000Z,Safari,OSX
2014-08-01T00:19:24.000Z,IE,Windows
2014-08-01T00:19:25.000Z,Firefox,OSX
2014-08-01T00:19:25.000Z,Firefox,Windows
2014-08-01T00:19:25.000Z,Firefox,Linux
2014-08-01T00:19:25.000Z,Chrome,Windows
2014-08-01T00:19:25.000Z,Chrome,OSX
2014-08-01T00:19:25.000Z,Safari,OSX
2014-08-01T00:19:25.000Z,IE,Windows
2014-08-01T00:19:26.000Z,Firefox,OSX
2014-08-01T00:19:26.000Z,Firefox,Windows
2014-08-01T00:19:26.000Z,Firefox,Linux
2014-08-01T00:19:26.000Z,Chrome,Windows
2014-08-01T00:19:26.000Z,Chrome,OSX
2014-08-01T00:19:26.000Z,Safari,OSX
2014-08-01T00:19:26.000Z,IE,Windows
2014-08-01T00:19:27.000Z,Firefox,OSX
2014-08-01T00:19:27.000Z,Firefox,Windows
2014-08-01T00:19:27.000Z,Firefox,Linux
2014-08-01T00:19:27.000Z,Chrome,Windows
2014-08-01T00:19:27.000Z,Chrome,OSX
2014-08-01T00:19:27.000Z,Safari,OSX
2014-08-01T00:19:27.000Z,IE,Windows
2014-08-01T00:19:28.000Z,Firefox,OSX
2014-08-01T00:19:28.000Z,Firefox,Windows
2014-08-01T00:19:28.000Z,Firefox,Linux
2014-08-01T00:19:28.000Z,Chrome,Windows
2014-08-01T00:19:28.000Z,Chrome,OSX
2014-08-01T00:19:28.000Z,Safari,OSX
2014-08-01T00:19:28.000Z,IE,Windows
2014-08-01T00:19:29.000Z,Firefox,OSX
2014-08-01T00:19:29.000Z,Firefox,Windows
2014-08-01T00:19:29.000Z,Firefox,Linux
2014-08-01T00:19:29.000Z,Chrome,Windows
2014-08-01T00:19:29.000Z,Chrome,OSX
2014-08-01T00:19:29.000Z,Safari,OSX
2014-08-01T00:19:29.000Z,IE,Windows
2014-08-01T00:19:30.000Z,Firefox,OSX
2014-08-01T00:19:30.000Z,Firefox,Windows
2014-08-01T00:19:30.000Z,Firefox,Linux
2014-08-01T00:19:30.000Z,Chrome,Windows
2014-08-01T00:19:30.000Z,Chrome,OSX
2014-08-01T00:19:30.000Z,Safari,OSX
2014-08-01T00:19:30.000Z,IE,Windows
2014-08-01T00:19:31.000Z,Firefox,OSX
2014-08-01T00:19:31.000Z,Firefox,Windows
2014-08-01T00:19:31.000Z,Firefox,Linux
2014-08-01T00:19:31.000Z,Chrome,Windows
2014-08-01T00:19:31.000Z,Chrome,OSX
2014-08-01T00:19:31.000Z,Safari,OSX
2014-08-01T00:19:31.000Z,IE,Windows
2014-08-01T00:19:32.000Z,Firefox,OSX
2014-08-01T00:19:32.000Z,Firefox,Windows
2014-08-01T00:19:32.000Z,Firefox,Linux
2014-08-01T00:19:32.000Z,Chrome,Windows
2014-08-01T00:19:32.000Z,Chrome,OSX
2014-08-01T00:19:32.000Z,Safari,OSX
2014-08-01T00:19:32.000Z,IE,Windows
2014-08-01T00:19:33.000Z,Firefox,OSX
2014-08-01T00:19:33.000Z,Firefox,Windows
2014-08-01T00:19:33.000Z,Firefox,Linux
2014-08-01T00:19:33.000Z,Chrome,Windows
2014-08-01T00:19:33.000Z,Chrome,OSX
2014-08-01T00:19:33.000Z,Safari,OSX
2014-08-01T00:19:33.000Z,IE,Windows
2014-08-01T00:19:34.000Z,Firefox,OSX
2014-08-01T00:19:34.000Z,Firefox,Windows
2014-08-01T00:19:34.000Z,Firefox,Linux
2014-08-01T00:19:34.000Z,Chrome,Windows
2014-08-01T00:19:34.000Z,Chrome,OSX
2014-08-01T00:19:34.000Z,Safari,OSX
2014-08-01T00:19:34.000Z,IE,Windows
2014-08-01T00:19:35.000Z,Firefox,OSX
2014-08-01T00:19:35.000Z,Firefox,Windows
2014-08-01T00:19:35.000Z,Firefox,Linux
2014-08-01T00:19:35.000Z,Chrome,Windows
2014-08-01T00:19:35.000Z,Chrome,OSX
2014-08-01T00:19:35.000Z,Safari,OSX
2014-08-01T00:19:35.000Z,IE,Windows
2014-08-01T00:19:36.000Z,Firefox,OSX
2014-08-01T00:19:36.000Z,Firefox,Windows
2014-08-01T00:19:36.000Z,Firefox,Linux
2014-08-01T00:19:36.000Z,Chrome,Windows
2014-08-01T00:19:36.000Z,Chrome,OSX
2014-08-01T00:19:36.000Z,Safari,OSX
2014-08-01T00:19:36.000Z,IE,Windows
2014-08-01T00:19:37.000Z,Firefox,OSX
2014-08-01T00:19:37.000Z,Firefox,Windows
2014-08-01T00:19:37.000Z,Firefox,Linux
2014-08-01T00:19:37.000Z,Chrome,Windows
2014-08-01T00:19:37.000Z,Chrome,OSX
2014-08-01T00:19:37.000Z,Safari,OSX
